config,q,t,R_q
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.509299e-05,2.774408e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.529328e-05,2.760094e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.549356e-05,2.745781e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.569385e-05,2.731468e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.589413e-05,2.717155e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.609442e-05,2.702715e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.629471e-05,2.688132e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.649499e-05,2.673550e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.669528e-05,2.658968e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.689557e-05,2.644386e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.709585e-05,2.629957e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.729614e-05,2.615694e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.749642e-05,2.601430e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.769671e-05,2.587167e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.789700e-05,2.572904e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.809728e-05,2.559089e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.829757e-05,2.545747e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.849785e-05,2.532405e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.869814e-05,2.519064e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.889843e-05,2.505722e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.909871e-05,2.492901e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.929900e-05,2.480616e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.949928e-05,2.468331e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.969957e-05,2.456046e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.989986e-05,2.443760e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.010014e-05,2.431964e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.030043e-05,2.420656e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.050072e-05,2.409348e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.070100e-05,2.398039e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.090129e-05,2.386731e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.110157e-05,2.375341e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.130186e-05,2.363870e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.150215e-05,2.352399e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.170243e-05,2.340928e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.190272e-05,2.329458e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.210300e-05,2.318534e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.230329e-05,2.308128e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.250358e-05,2.297722e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.270386e-05,2.287316e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.290415e-05,2.276910e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.310443e-05,2.267007e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.330472e-05,2.257567e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.350501e-05,2.248127e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.370529e-05,2.238687e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.390558e-05,2.229246e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.410587e-05,2.219830e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.430615e-05,2.210436e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.450644e-05,2.201041e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.470672e-05,2.191647e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.490701e-05,2.182252e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.510730e-05,2.173192e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.530758e-05,2.164421e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.550787e-05,2.155649e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.570815e-05,2.146878e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.590844e-05,2.138107e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.610873e-05,2.129898e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.630901e-05,2.122164e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.650930e-05,2.114430e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.670959e-05,2.106695e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.690987e-05,2.098961e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.711016e-05,2.090768e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.731044e-05,2.082201e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.751073e-05,2.073633e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.771102e-05,2.065066e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.791130e-05,2.056498e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.811159e-05,2.048492e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.831187e-05,2.040933e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.851216e-05,2.033373e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.871245e-05,2.025813e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.891273e-05,2.018253e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.911302e-05,2.010928e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.931330e-05,2.003784e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.951359e-05,1.996639e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.971388e-05,1.989495e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.991416e-05,1.982351e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.011445e-05,1.976511e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.031474e-05,1.971649e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.051502e-05,1.966788e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.071531e-05,1.961926e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.091559e-05,1.957064e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.111588e-05,1.953210e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.131617e-05,1.950091e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.151645e-05,1.946971e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.171674e-05,1.943851e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.191702e-05,1.940732e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.211731e-05,1.938711e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.231760e-05,1.937468e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.251788e-05,1.936224e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.271817e-05,1.934981e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.291845e-05,1.933738e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.311874e-05,1.932164e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.331903e-05,1.930364e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.351931e-05,1.928564e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.371960e-05,1.926764e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.391989e-05,1.924964e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.412017e-05,1.922879e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.432046e-05,1.920604e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.452074e-05,1.918329e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.472103e-05,1.916054e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.492132e-05,1.913778e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.512160e-05,1.911725e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.532189e-05,1.909817e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.552217e-05,1.907908e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.572246e-05,1.905999e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.592275e-05,1.904090e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.612303e-05,1.901503e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.632332e-05,1.898490e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.652361e-05,1.895478e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.672389e-05,1.892465e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.692418e-05,1.889453e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.712446e-05,1.885669e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.732475e-05,1.881414e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.752504e-05,1.877160e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.772532e-05,1.872905e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.792561e-05,1.868651e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.812589e-05,1.864587e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.832618e-05,1.860635e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.852647e-05,1.856683e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.872675e-05,1.852731e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.892704e-05,1.848779e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.912732e-05,1.845500e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.932761e-05,1.842607e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.952790e-05,1.839713e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.972818e-05,1.836820e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.992847e-05,1.833926e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.012876e-05,1.830916e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.032904e-05,1.827840e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.052933e-05,1.824764e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.072961e-05,1.821688e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.092990e-05,1.818612e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.113019e-05,1.815180e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.133047e-05,1.811555e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.153076e-05,1.807930e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.173104e-05,1.804305e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.193133e-05,1.800680e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.213162e-05,1.797698e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.233190e-05,1.795052e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.253219e-05,1.792406e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.273247e-05,1.789760e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.293276e-05,1.787113e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.313305e-05,1.782958e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.333333e-05,1.778040e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.353362e-05,1.773123e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.373391e-05,1.768205e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.393419e-05,1.763287e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.413448e-05,1.757074e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.433476e-05,1.750227e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.453505e-05,1.743380e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.473534e-05,1.736534e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.493562e-05,1.729687e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.513591e-05,1.725221e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.533619e-05,1.721883e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.553648e-05,1.718545e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.573677e-05,1.715208e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.593705e-05,1.711870e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.613734e-05,1.707327e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.633763e-05,1.702231e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.653791e-05,1.697136e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.673820e-05,1.692040e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.693848e-05,1.686944e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.713877e-05,1.681731e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.733906e-05,1.676467e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.753934e-05,1.671202e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.773963e-05,1.665937e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.793991e-05,1.660672e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.814020e-05,1.656706e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.834049e-05,1.653297e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.854077e-05,1.649888e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.874106e-05,1.646479e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.894134e-05,1.643070e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.914163e-05,1.640635e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.934192e-05,1.638604e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.954220e-05,1.636573e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.974249e-05,1.634542e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.994278e-05,1.632511e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.001431e-04,1.629835e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.003433e-04,1.626901e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.005436e-04,1.623966e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.007439e-04,1.621032e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.009442e-04,1.618098e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.011445e-04,1.615826e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.013448e-04,1.613810e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.015451e-04,1.611794e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.017454e-04,1.609778e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.019456e-04,1.607762e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.021459e-04,1.606472e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.023462e-04,1.605452e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.025465e-04,1.604432e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.027468e-04,1.603412e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.029471e-04,1.602392e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.031474e-04,1.603121e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.033476e-04,1.604479e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.035479e-04,1.605837e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.037482e-04,1.607194e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.039485e-04,1.608552e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.041488e-04,1.610966e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.043491e-04,1.613745e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.045494e-04,1.616524e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.047496e-04,1.619303e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.049499e-04,1.622083e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.051502e-04,1.623337e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.053505e-04,1.624083e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.055508e-04,1.624829e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.057511e-04,1.625575e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.059514e-04,1.626321e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.061516e-04,1.625184e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.063519e-04,1.623443e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.065522e-04,1.621702e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.067525e-04,1.619961e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.069528e-04,1.618219e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.071531e-04,1.615661e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.073534e-04,1.612850e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.075536e-04,1.610039e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.077539e-04,1.607228e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.079542e-04,1.604417e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.081545e-04,1.601159e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.083548e-04,1.597768e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.085551e-04,1.594377e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.087554e-04,1.590986e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.089557e-04,1.587595e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.091559e-04,1.585024e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.093562e-04,1.582686e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.095565e-04,1.580349e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.097568e-04,1.578011e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.099571e-04,1.575673e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.101574e-04,1.573024e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.103577e-04,1.570291e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.105579e-04,1.567557e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.107582e-04,1.564824e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.109585e-04,1.562091e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.111588e-04,1.563369e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.113591e-04,1.565695e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.115594e-04,1.568022e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.117597e-04,1.570348e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.119599e-04,1.572674e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.121602e-04,1.572626e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.123605e-04,1.571985e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.125608e-04,1.571343e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.127611e-04,1.570702e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.129614e-04,1.570060e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.131617e-04,1.570539e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.133619e-04,1.571286e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.135622e-04,1.572033e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.137625e-04,1.572780e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.139628e-04,1.573526e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.141631e-04,1.574309e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.143634e-04,1.575099e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.145637e-04,1.575889e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.147639e-04,1.576679e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.149642e-04,1.577470e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.151645e-04,1.574590e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.153648e-04,1.570913e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.155651e-04,1.567235e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.157654e-04,1.563558e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.159657e-04,1.559880e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.161660e-04,1.559947e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.163662e-04,1.560788e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.165665e-04,1.561630e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.167668e-04,1.562471e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.169671e-04,1.563313e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.171674e-04,1.562836e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.173677e-04,1.562099e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.175680e-04,1.561363e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.177682e-04,1.560626e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.179685e-04,1.559890e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.181688e-04,1.556496e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.183691e-04,1.552607e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.185694e-04,1.548717e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.187697e-04,1.544828e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.189700e-04,1.540939e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.191702e-04,1.538094e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.193705e-04,1.535434e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.195708e-04,1.532774e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.197711e-04,1.530113e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.199714e-04,1.527453e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.201717e-04,1.522998e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.203720e-04,1.518243e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.205722e-04,1.513489e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.207725e-04,1.508734e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.209728e-04,1.503979e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.211731e-04,1.494246e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.213734e-04,1.483732e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.215737e-04,1.473217e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.217740e-04,1.462703e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.219742e-04,1.452188e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.221745e-04,1.446703e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.223748e-04,1.441960e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.225751e-04,1.437217e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.227754e-04,1.432474e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.229757e-04,1.427731e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.231760e-04,1.427019e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.233763e-04,1.426865e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.235765e-04,1.426710e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.237768e-04,1.426556e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.239771e-04,1.426401e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.241774e-04,1.422533e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.243777e-04,1.418185e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.245780e-04,1.413836e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.247783e-04,1.409488e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.249785e-04,1.405140e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.251788e-04,1.401372e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.253791e-04,1.397672e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.255794e-04,1.393973e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.257797e-04,1.390274e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.259800e-04,1.386575e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.261803e-04,1.387257e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.263805e-04,1.388426e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.265808e-04,1.389595e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.267811e-04,1.390764e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.269814e-04,1.391933e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.271817e-04,1.393797e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.273820e-04,1.395732e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.275823e-04,1.397667e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.277825e-04,1.399602e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.279828e-04,1.401538e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.281831e-04,1.403112e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.283834e-04,1.404653e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.285837e-04,1.406193e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.287840e-04,1.407734e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.289843e-04,1.409274e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.291845e-04,1.411034e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.293848e-04,1.412812e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.295851e-04,1.414589e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.297854e-04,1.416367e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.299857e-04,1.418145e-02
