config,q,t,R_q
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.351931e-04,1.282584e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.353934e-04,1.283627e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.355937e-04,1.284669e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.357940e-04,1.285711e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.359943e-04,1.286753e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.361946e-04,1.287115e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.363948e-04,1.287458e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.365951e-04,1.287800e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.367954e-04,1.288142e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.369957e-04,1.288484e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.371960e-04,1.287811e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.373963e-04,1.287116e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.375966e-04,1.286420e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.377969e-04,1.285725e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.379971e-04,1.285030e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.381974e-04,1.282082e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.383977e-04,1.279102e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.385980e-04,1.276122e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.387983e-04,1.273141e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.389986e-04,1.270161e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.391989e-04,1.267785e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.393991e-04,1.265413e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.395994e-04,1.263041e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.397997e-04,1.260669e-02
sens_K5_tau2e-7_q0.7_N6400000,0.8,1.400000e-04,1.258297e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,0.000000e+00,1.655217e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.002861e-07,1.652342e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.005722e-07,1.649468e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,6.008584e-07,1.646593e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,8.011445e-07,1.643719e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.001431e-06,1.640844e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.201717e-06,1.637925e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.402003e-06,1.635005e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.602289e-06,1.632086e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.802575e-06,1.629166e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.002861e-06,1.626246e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.203147e-06,1.623284e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.403433e-06,1.620322e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.603720e-06,1.617359e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.804006e-06,1.614397e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.004292e-06,1.611434e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.204578e-06,1.608437e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.404864e-06,1.605440e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.605150e-06,1.602443e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.805436e-06,1.599446e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.005722e-06,1.596448e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.206009e-06,1.593410e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.406295e-06,1.590373e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.606581e-06,1.587336e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.806867e-06,1.584299e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.007153e-06,1.581260e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.207439e-06,1.578189e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.407725e-06,1.575117e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.608011e-06,1.572045e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.808298e-06,1.568973e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,6.008584e-06,1.565900e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,6.208870e-06,1.562788e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,6.409156e-06,1.559677e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,6.609442e-06,1.556566e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,6.809728e-06,1.553455e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,7.010014e-06,1.550340e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,7.210300e-06,1.547146e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,7.410587e-06,1.543952e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,7.610873e-06,1.540758e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,7.811159e-06,1.537565e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,8.011445e-06,1.534371e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,8.211731e-06,1.531174e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,8.412017e-06,1.527978e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,8.612303e-06,1.524782e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,8.812589e-06,1.521586e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,9.012876e-06,1.518387e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,9.213162e-06,1.515151e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,9.413448e-06,1.511915e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,9.613734e-06,1.508679e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,9.814020e-06,1.505443e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.001431e-05,1.502204e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.021459e-05,1.498928e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.041488e-05,1.495652e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.061516e-05,1.492375e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.081545e-05,1.489099e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.101574e-05,1.485817e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.121602e-05,1.482461e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.141631e-05,1.479106e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.161660e-05,1.475750e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.181688e-05,1.472395e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.201717e-05,1.469039e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.221745e-05,1.465682e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.241774e-05,1.462324e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.261803e-05,1.458967e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.281831e-05,1.455610e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.301860e-05,1.452245e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.321888e-05,1.448806e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.341917e-05,1.445367e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.361946e-05,1.441928e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.381974e-05,1.438490e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.402003e-05,1.435047e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.422031e-05,1.431568e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.442060e-05,1.428090e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.462089e-05,1.424611e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.482117e-05,1.421133e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.502146e-05,1.417655e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.522175e-05,1.414182e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.542203e-05,1.410708e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.562232e-05,1.407235e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.582260e-05,1.403761e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.602289e-05,1.400278e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.622318e-05,1.396716e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.642346e-05,1.393154e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.662375e-05,1.389593e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.682403e-05,1.386031e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.702432e-05,1.382467e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.722461e-05,1.378886e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.742489e-05,1.375306e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.762518e-05,1.371726e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.782546e-05,1.368145e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.802575e-05,1.364560e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.822604e-05,1.360938e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.842632e-05,1.357317e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.862661e-05,1.353696e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.882690e-05,1.350074e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.902718e-05,1.346449e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.922747e-05,1.342797e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.942775e-05,1.339145e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.962804e-05,1.335493e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,1.982833e-05,1.331841e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.002861e-05,1.328182e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.022890e-05,1.324475e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.042918e-05,1.320769e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.062947e-05,1.317063e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.082976e-05,1.313356e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.103004e-05,1.309641e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.123033e-05,1.305879e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.143062e-05,1.302116e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.163090e-05,1.298353e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.183119e-05,1.294590e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.203147e-05,1.290822e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.223176e-05,1.287024e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.243205e-05,1.283227e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.263233e-05,1.279429e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.283262e-05,1.275632e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.303290e-05,1.271832e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.323319e-05,1.268024e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.343348e-05,1.264216e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.363376e-05,1.260409e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.383405e-05,1.256601e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.403433e-05,1.252788e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.423462e-05,1.248953e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.443491e-05,1.245118e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.463519e-05,1.241282e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.483548e-05,1.237447e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.503577e-05,1.233599e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.523605e-05,1.229692e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.543634e-05,1.225784e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.563662e-05,1.221877e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.583691e-05,1.217969e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.603720e-05,1.214061e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.623748e-05,1.210146e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.643777e-05,1.206232e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.663805e-05,1.202318e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.683834e-05,1.198403e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.703863e-05,1.194483e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.723891e-05,1.190536e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.743920e-05,1.186590e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.763948e-05,1.182643e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.783977e-05,1.178696e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.804006e-05,1.174749e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.824034e-05,1.170797e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.844063e-05,1.166846e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.864092e-05,1.162895e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.884120e-05,1.158944e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.904149e-05,1.154982e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.924177e-05,1.150976e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.944206e-05,1.146971e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.964235e-05,1.142965e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,2.984263e-05,1.138960e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.004292e-05,1.134951e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.024320e-05,1.130930e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.044349e-05,1.126909e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.064378e-05,1.122888e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.084406e-05,1.118867e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.104435e-05,1.114846e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.124464e-05,1.110822e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.144492e-05,1.106799e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.164521e-05,1.102775e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.184549e-05,1.098751e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.204578e-05,1.094719e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.224607e-05,1.090659e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.244635e-05,1.086598e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.264664e-05,1.082538e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.284692e-05,1.078477e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.304721e-05,1.074422e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.324750e-05,1.070384e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.344778e-05,1.066345e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.364807e-05,1.062307e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.384835e-05,1.058269e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.404864e-05,1.054225e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.424893e-05,1.050164e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.444921e-05,1.046103e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.464950e-05,1.042042e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.484979e-05,1.037981e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.505007e-05,1.033920e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.525036e-05,1.029859e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.545064e-05,1.025798e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.565093e-05,1.021737e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.585122e-05,1.017677e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.605150e-05,1.013607e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.625179e-05,1.009513e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.645207e-05,1.005419e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.665236e-05,1.001326e-01
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.685265e-05,9.972318e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.705293e-05,9.931451e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.725322e-05,9.890785e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.745351e-05,9.850118e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.765379e-05,9.809451e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.785408e-05,9.768785e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.805436e-05,9.728105e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.825465e-05,9.687390e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.845494e-05,9.646676e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.865522e-05,9.605961e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.885551e-05,9.565246e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.905579e-05,9.524549e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.925608e-05,9.483896e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.945637e-05,9.443243e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.965665e-05,9.402590e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,3.985694e-05,9.361937e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.005722e-05,9.321321e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.025751e-05,9.280797e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.045780e-05,9.240274e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.065808e-05,9.199750e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.085837e-05,9.159226e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.105866e-05,9.118832e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.125894e-05,9.078751e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.145923e-05,9.038670e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.165951e-05,8.998590e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.185980e-05,8.958509e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.206009e-05,8.918426e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.226037e-05,8.878339e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.246066e-05,8.838251e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.266094e-05,8.798164e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.286123e-05,8.758076e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.306152e-05,8.718117e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.326180e-05,8.678446e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.346209e-05,8.638775e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.366237e-05,8.599104e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.386266e-05,8.559433e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.406295e-05,8.519836e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.426323e-05,8.480401e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.446352e-05,8.440966e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.466381e-05,8.401531e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.486409e-05,8.362096e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.506438e-05,8.322763e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.526466e-05,8.283644e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.546495e-05,8.244525e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.566524e-05,8.205407e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.586552e-05,8.166288e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.606581e-05,8.127284e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.626609e-05,8.088515e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.646638e-05,8.049745e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.666667e-05,8.010976e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.686695e-05,7.972206e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.706724e-05,7.933494e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.726753e-05,7.894893e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.746781e-05,7.856293e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.766810e-05,7.817693e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.786838e-05,7.779092e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.806867e-05,7.740787e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.826896e-05,7.703046e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.846924e-05,7.665305e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.866953e-05,7.627564e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.886981e-05,7.589822e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.907010e-05,7.552143e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.927039e-05,7.514578e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.947067e-05,7.477012e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.967096e-05,7.439447e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,4.987124e-05,7.401881e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.007153e-05,7.364501e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.027182e-05,7.327453e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.047210e-05,7.290406e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.067239e-05,7.253358e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.087268e-05,7.216310e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.107296e-05,7.179361e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.127325e-05,7.142585e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.147353e-05,7.105808e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.167382e-05,7.069032e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.187411e-05,7.032255e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.207439e-05,6.995773e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.227468e-05,6.959790e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.247496e-05,6.923807e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.267525e-05,6.887824e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.287554e-05,6.851841e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.307582e-05,6.816009e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.327611e-05,6.780426e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.347639e-05,6.744842e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.367668e-05,6.709258e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.387697e-05,6.673675e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.407725e-05,6.638410e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.427754e-05,6.603652e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.447783e-05,6.568894e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.467811e-05,6.534136e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.487840e-05,6.499379e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.507868e-05,6.464834e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.527897e-05,6.430620e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.547926e-05,6.396406e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.567954e-05,6.362191e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.587983e-05,6.327977e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.608011e-05,6.293976e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.628040e-05,6.260296e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.648069e-05,6.226616e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.668097e-05,6.192936e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.688126e-05,6.159256e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.708155e-05,6.125785e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.728183e-05,6.092616e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.748212e-05,6.059448e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.768240e-05,6.026279e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.788269e-05,5.993111e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.808298e-05,5.960205e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.828326e-05,5.927671e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.848355e-05,5.895137e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.868383e-05,5.862602e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.888412e-05,5.830068e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.908441e-05,5.797892e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.928469e-05,5.766209e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.948498e-05,5.734526e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.968526e-05,5.702843e-02
sens_K5_tau2e-7_q0.7_N6400000,0.9,5.988555e-05,5.671159e-02
