seed,method,t,total_mass,L1_err,L2_rel_err,peak_height,peak_height_err,peak_loc_err,local_mass_B,local_mass_B_err,global_nESS,local_nESS_B,max_w_over_mean_w,N_active,N_local_B,runtime_s
0,poisson,0.156,37.52386310427554,7.245012595110118,0.2314151543312629,4.6680368621133725,0.44609199005286904,0.2609030311865272,3.21109214175305,0.09534705849842418,nan,nan,nan,18639,1587,89.47343134880066
0,minvar,0.156,37.678878794979404,6.99805341053409,0.2288230792949853,5.558664624259836,1.3367197521993326,0.1916923672228938,3.258903571623097,0.14315848836847112,nan,nan,nan,18716,1639,89.47343134880066
0,weighted,0.21,37.14281458580545,6.2316816881119115,0.2046670525404374,6.303884596807058,0.3522421068987862,0.25029753506897023,4.111788651112085,0.06979996131092392,0.8329403502052132,0.9388862150854346,4.657858627001006,20000,nan,89.47343134880066
0,poisson,0.21,37.197726196560936,7.0661743217156125,0.21580596602902472,6.263428865736389,0.31178637582811675,0.19787757588595375,4.208767096937541,0.1667784071363796,nan,nan,nan,18477,2086,89.47343134880066
0,minvar,0.21,37.330596788592814,6.7724576574285935,0.20780231539135843,6.595717372911313,0.6440748830030412,0.20970140155104075,4.184138958816731,0.14215026901556982,nan,nan,nan,18543,2071,89.47343134880066
0,weighted,0.262,37.18129646297775,6.572661684388581,0.19756773392258217,9.608700279010604,1.3762631905182996,0.03471002295436212,5.279022343028449,0.0774005321750515,0.7065750774913414,0.9089106981406622,6.665625718909233,20000,nan,89.47343134880066
0,poisson,0.262,37.35072869647643,6.902095817363775,0.1892407014653765,8.213696812151724,0.018740276340579953,0.05488136508625548,5.409729401407355,0.20810759055395778,nan,nan,nan,18553,2680,89.47343134880066
0,minvar,0.262,37.39703208460875,6.7455968519317775,0.19290252630853214,8.953191455602392,0.7207543671100876,0.19787757588595392,5.466224513781882,0.2646027029284852,nan,nan,nan,18576,2718,89.47343134880066
0,weighted,0.314,37.68667585554415,7.199219466120937,0.22316862483512298,13.419984957187639,2.095594620584503,0.024543692606170175,6.793937036284257,0.08852044959690097,0.5577058619806651,0.870358451691512,9.441053101827332,20000,nan,89.47343134880066
0,poisson,0.314,37.864092347508695,7.009336094563018,0.1730178689729537,11.821165155485595,0.496774818882459,0.15522794165306397,6.992932717621795,0.2875161309344385,nan,nan,nan,18808,3478,89.47343134880066
0,minvar,0.314,37.79967024228111,6.794946370410424,0.16567515819673662,12.045824336050126,0.7214339994469903,0.04908738521234035,6.955662457651874,0.2502458709645179,nan,nan,nan,18776,3441,89.47343134880066
0,weighted,0.368,38.83637615210824,7.356523651837619,0.20074052293671416,17.291569028312637,1.6046689382616552,0.08849354218077334,8.86246156971555,0.11723961025278129,0.40730312778156,0.8230748525185285,13.336259136295553,20000,nan,89.47343134880066
0,poisson,0.368,39.21896974807618,7.109714954856163,0.15501621800321094,15.345214088505312,0.3416860015456695,0.10413006886308634,9.246399796426791,0.5011778369640219,nan,nan,nan,19481,4614,89.47343134880066
0,minvar,0.368,39.04986172185379,6.878082597674302,0.15181357543543864,16.633053658637188,0.9461535685862064,0.10119623705793127,9.021154487297478,0.27593252783470845,nan,nan,nan,19397,4472,89.47343134880066
0,weighted,0.42,40.71579544720553,7.982266731628718,0.19664534933257502,23.324090814976575,1.9522203628668144,0.09817477042468115,11.411915618742473,0.09747642796695644,0.2878314792347146,0.7798563538146408,18.075408663091793,20000,nan,89.47343134880066
0,poisson,0.42,41.08922399046429,6.961619482085099,0.12321728739949482,21.099171605146626,0.2726988469631344,0.04908738521234035,11.81963651202328,0.5051973212477634,nan,nan,nan,20410,5871,89.47343134880066
0,minvar,0.42,40.96641935237422,7.2111987428670705,0.1351709626968579,22.653418022422088,1.281547570312327,0.06942004590872423,11.660840933939083,0.3464017431635664,nan,nan,nan,20349,5804,89.47343134880066
