method,resolution,seed_group,q,q_set,window_start,window_end,quantity,alpha,beta,T_est,R2_fit,n_points,valid_fit,invalid_reason
particle,320000,mean,0.3,"0.2,0.3",6e-05,0.00011,Rq2,0.0003590143761692331,2.8585350336219877,0.00012559383458537982,0.9879775422408539,50,True,
particle,320000,mean,0.3,"0.2,0.3",7e-05,0.00012,Rq2,0.0003330502941512933,2.5340074846972134,0.00013143224562775483,0.9422396545214684,51,True,
particle,320000,mean,0.2,0.2,4e-05,9e-05,Rq2,0.00028576001970369855,2.4695300952082704,0.00011571432972538797,0.8562919590835322,50,False,R2<0.9 (curved)
particle,320000,mean,0.2,0.2,5e-05,0.0001,Rq2,0.00023601025689943937,1.82734656540168,0.00012915462308462573,0.9140107187603925,50,True,
particle,320000,mean,0.2,0.2,6e-05,0.00011,Rq2,0.00022120250705779645,1.6667544209453085,0.00013271451647468277,0.9319005539984513,50,True,
particle,320000,mean,0.2,0.2,7e-05,0.00012,Rq2,0.00022463767274689443,1.6655385421576188,0.0001348738963770169,0.9279378998290878,51,True,
particle,320000,mean,0.3,0.3,4e-05,9e-05,Rq2,0.0004912996174055855,4.5873575334753145,0.00010709861043540335,0.9075833722625205,50,True,
particle,320000,mean,0.3,0.3,5e-05,0.0001,Rq2,0.00039159072933453334,3.241280897763313,0.00012081357391911187,0.9711108599354378,50,True,
particle,320000,mean,0.3,0.3,6e-05,0.00011,Rq2,0.0003590143761692331,2.8585350336219877,0.00012559383458537982,0.9879775422408539,50,True,
particle,320000,mean,0.3,0.3,7e-05,0.00012,Rq2,0.0003330502941512933,2.5340074846972134,0.00013143224562775483,0.9422396545214684,51,True,
particle,320000,ens,-1,,4e-05,9e-05,L2,9.407448560824082e-06,0.11523221170067913,8.163905232731586e-05,0.7715589712385641,50,False,R2<0.9 (curved)
particle,320000,ens,-1,,5e-05,0.0001,L2,4.339023585982789e-06,0.04603122398864835,9.426261589422054e-05,0.7611236608691883,50,False,R2<0.9 (curved)
particle,320000,ens,-1,,6e-05,0.00011,L2,2.126265845114741e-06,0.01945364826456703,0.00010929907933965951,0.8222700642789633,50,False,R2<0.9 (curved)
particle,320000,ens,-1,,7e-05,0.00012,L2,1.2510149196730153e-06,0.01001504329809451,0.0001249135807441828,0.8676231234533565,51,False,R2<0.9 (curved)
