seed,method,m,amplitude,local_eff,E_m
7,weighted_ess_resample,2,1.2309698831278217,1812.384780828646,0.005055560548258944
7,weighted_ess_resample,3,1.25,2653.9696129414147,0.32592275831476375
7,weighted_ess_resample,4,1.2309698831278217,1789.978855043118,0.0050988422668797285
7,weighted_ess_resample,5,1.176776695296637,1260.996636416906,0.029324039492853594
7,weighted_ess_resample,6,1.0956708580912724,846.9941577809512,0.04440152398457389
7,weighted_ess_resample,7,1.0,534.924025669007,0.13304251388139463
7,weighted_ess_resample,8,0.9043291419087276,239.49391736868762,0.14336616341844477
7,weighted_ess_resample,9,0.8232233047033631,169.66102158715464,0.010263827719602313
7,weighted_ess_resample,10,0.7690301168721784,112.28205123943937,0.1551468404288214
7,weighted_ess_resample,11,0.75,131.05900943159136,0.10121901726689374
7,weighted_ess_resample,12,0.7690301168721784,136.33827559820904,0.07308945325333306
7,weighted_ess_resample,13,0.823223304703363,152.61646546452837,0.12776789566024876
7,weighted_ess_resample,14,0.9043291419087274,324.0650651667483,0.179130521188398
7,weighted_ess_resample,15,0.9999999999999999,573.1228162833429,0.20721148964964825
7,minvar_branch,0,1.0956708580912724,86642.0,0.15336863858062447
7,minvar_branch,1,1.176776695296637,163589.0,0.1343168598443776
7,minvar_branch,2,1.2309698831278217,215388.0,0.036816800842390626
7,minvar_branch,3,1.25,312692.0,0.19810220810761933
7,minvar_branch,4,1.2309698831278217,226831.0,0.014354598436863193
7,minvar_branch,5,1.176776695296637,152256.0,0.055734479778307346
7,minvar_branch,6,1.0956708580912724,66575.0,0.1137610268287444
7,minvar_branch,7,1.0,56605.0,0.6147139990497088
7,minvar_branch,8,0.9043291419087276,16976.0,0.028599531753920018
7,minvar_branch,9,0.8232233047033631,6382.0,0.27336761865414183
7,minvar_branch,10,0.7690301168721784,4119.0,0.2883931800341182
7,minvar_branch,11,0.75,4965.0,0.007897110645416705
7,minvar_branch,12,0.7690301168721784,5336.0,0.0781417840888803
7,minvar_branch,13,0.823223304703363,8117.0,0.07582653723203192
7,minvar_branch,14,0.9043291419087274,19682.0,0.19255984825525427
7,minvar_branch,15,0.9999999999999999,40148.0,0.14526168419474797
7,poisson_branch,0,1.0956708580912724,74677.0,0.00590810665398659
7,poisson_branch,1,1.176776695296637,191018.0,0.3245079921862309
7,poisson_branch,2,1.2309698831278217,215468.0,0.03645905270445997
7,poisson_branch,3,1.25,341268.0,0.3075932366561059
7,poisson_branch,4,1.2309698831278217,205585.0,0.08065436329407133
7,poisson_branch,5,1.176776695296637,198555.0,0.3767691232685859
7,poisson_branch,6,1.0956708580912724,66816.0,0.11055286171369723
7,poisson_branch,7,1.0,53251.0,0.5190378087341411
7,poisson_branch,8,0.9043291419087276,15335.0,0.07083094843035087
7,poisson_branch,9,0.8232233047033631,9845.0,0.12091754847226162
7,poisson_branch,10,0.7690301168721784,6240.0,0.07803509506848813
7,poisson_branch,11,0.75,5287.0,0.056444708160661015
7,poisson_branch,12,0.7690301168721784,3711.0,0.35888009009629596
7,poisson_branch,13,0.823223304703363,8103.0,0.07742052866713754
7,poisson_branch,14,0.9043291419087274,17100.0,0.03611286480870072
7,poisson_branch,15,0.9999999999999999,39264.0,0.12004470380149901
